hardik,dabhasi,INDIA,388540,USA,USA,245545,1.32132E+13,454654,45,hardikpatel@gmail.com,464545,56452315,new@gmail.com,5645645,879,87,978,USD,gfd,7000000,xyz,abc,4564546,65465,google.com,NO Data,,,,,,,,,
hardik,dabhasi,INDIA,388540,USA,USA,245545,1.32132E+13,454654,45,hardikpatel@gmail.com,464545,56452315,new@gmail.com,5645645,879,87,978,USD,gfd,7000000,xyz,abc,4564546,65465,google.com,NO Data,,,,,,,,,
hardik,dabhasi,INDIA,388540,USA,USA,245545,1.32132E+13,454654,45,hardikpatel@gmail.com,464545,56452315,new@gmail.com,5645645,879,87,978,USD,gfd,7000000,xyz,abc,4564546,65465,google.com,NO Data,,,,,,,,,
hardik,dabhasi,INDIA,388540,USA,USA,245545,1.32132E+13,454654,45,hardikpatel@gmail.com,464545,56452315,new@gmail.com,5645645,879,87,978,USD,gfd,7000000,xyz,abc,4564546,65465,google.com,NO Data,,,,,,,,,
hardik,dabhasi,INDIA,388540,USA,USA,245545,1.32132E+13,454654,45,hardikpatel@gmail.com,464545,56452315,new@gmail.com,5645645,879,87,978,USD,gfd,7000000,xyz,abc,4564546,65465,google.com,NO Data,,,,,,,,,
hardik,dabhasi,INDIA,388540,USA,USA,245545,1.32132E+13,454654,45,hardikpatel@gmail.com,464545,56452315,new@gmail.com,5645645,879,87,978,USD,gfd,7000000,xyz,abc,4564546,65465,google.com,NO Data,,,,,,,,,
hardik,dabhasi,INDIA,388540,USA,USA,245545,1.32132E+13,454654,45,hardikpatel@gmail.com,464545,56452315,new@gmail.com,5645645,879,87,978,USD,gfd,7000000,xyz,abc,4564546,65465,google.com,NO Data,,,,,,,,,
hardik,dabhasi,INDIA,388540,USA,USA,245545,1.32132E+13,454654,45,hardikpatel@gmail.com,464545,56452315,new@gmail.com,5645645,879,87,978,USD,gfd,7000000,xyz,abc,4564546,65465,google.com,NO Data,,,,,,,,,
hardik,dabhasi,INDIA,388540,USA,USA,245545,1.32132E+13,454654,45,hardikpatel@gmail.com,464545,56452315,new@gmail.com,5645645,879,87,978,USD,gfd,7000000,xyz,abc,4564546,65465,google.com,NO Data,,,,,,,,,
hardik,dabhasi,INDIA,388540,USA,USA,245545,1.32132E+13,454654,45,hardikpatel@gmail.com,464545,56452315,new@gmail.com,5645645,879,87,978,USD,gfd,7000000,xyz,abc,4564546,65465,google.com,NO Data,,,,,,,,,
